,type,length_comment,var_length,links_count,qm_count,exm_count,img_count,music_count,dots_count,ht_count,me_count,I-E,N-S,T-F,J-P
232,INTP,17.66,0.18846329602367035,0.44,0.62,0.0,0.04,0.04,0.34,0.0,1.68,1,0,1,1
233,INFP,31.7,0.18693668603786034,0.0,0.48,0.34,0.0,0.0,1.02,0.0,3.68,1,0,0,1
234,INFJ,15.84,0.19076705062342927,0.1,0.48,0.0,0.0,0.0,0.28,0.0,2.46,1,0,0,0
235,ENFJ,28.76,0.18149922992144493,0.0,0.34,0.1,0.0,0.0,0.7,0.0,2.88,0,0,0,0
236,ISTP,10.2,0.19182701464133384,0.02,0.08,0.0,0.02,0.0,0.12,0.0,0.6,1,1,1,1
237,INTJ,27.96,0.18185464383662733,0.0,0.1,0.0,0.0,0.0,1.06,0.0,3.56,1,0,1,0
238,INFP,29.46,0.18562356539730734,0.0,0.28,0.2,0.0,0.0,0.66,0.0,3.74,1,0,0,1
239,ISFP,29.18,0.1797716998366958,0.0,0.12,0.0,0.0,0.0,0.68,0.0,3.26,1,1,0,1
240,ENTJ,25.08,0.18058747207802697,0.0,0.02,0.9,0.0,0.0,0.58,0.0,3.04,0,0,1,0
241,ENTP,22.36,0.18447379867677022,0.0,0.14,0.1,0.0,0.0,0.74,0.02,1.94,0,0,1,1
242,ISFP,31.18,0.18319328734808446,0.0,0.1,0.1,0.0,0.02,0.82,0.0,3.66,1,1,0,1
243,ENFP,26.18,0.18861692888340773,0.08,0.42,0.18,0.0,0.0,0.56,0.0,2.8,0,0,0,1
244,INFP,29.16,0.18368394837734744,0.0,0.02,0.02,0.0,0.0,0.58,0.0,3.44,1,0,0,1
245,ENFP,25.24,0.1897908342906051,0.0,0.08,0.06,0.0,0.02,0.52,0.0,3.02,0,0,0,1
246,ENTP,23.82,0.19467041061227733,0.02,0.38,0.0,0.0,0.0,0.82,0.0,2.84,0,0,1,1
247,INFP,29.64,0.18016789456435356,0.0,0.1,0.0,0.0,0.0,0.62,0.0,3.46,1,0,0,1
248,INFP,26.1,0.18577216791310128,0.04,0.18,0.62,0.0,0.0,0.6,0.02,3.06,1,0,0,1
249,ISFP,33.28,0.1867842810952036,0.04,0.14,0.38,0.0,0.06,1.2,0.0,4.92,1,1,0,1
250,INFP,33.62,0.17968379275382532,0.0,0.22,0.44,0.0,0.0,1.06,0.0,3.66,1,0,0,1
251,INFJ,23.8,0.18635777568484274,0.0,0.18,0.62,0.0,0.0,0.42,0.0,2.96,1,0,0,0
252,ENTP,28.14,0.19167297064482156,0.0,0.1,0.16,0.0,0.0,0.78,0.02,2.48,0,0,1,1
253,INFP,28.78,0.1841390379658193,0.02,0.06,0.16,0.02,0.0,0.54,0.0,3.62,1,0,0,1
254,ISTP,21.46,0.18498180836583047,0.08,0.4,0.0,0.0,0.0,0.32,0.02,2.56,1,1,1,1
255,INTJ,25.24,0.1824053621004183,0.18,0.22,0.02,0.06,0.0,0.56,0.0,2.96,1,0,1,0
256,INTP,33.32,0.18398389144959784,0.0,0.12,0.14,0.0,0.0,1.04,0.0,3.2,1,0,1,1
257,INFJ,23.52,0.18936148085712345,0.02,0.16,0.56,0.02,0.02,0.9,0.0,2.7,1,0,0,0
258,ISTJ,26.44,0.19123337998898937,0.02,0.36,0.08,0.02,0.0,1.02,0.02,3.12,1,1,1,0
259,INTJ,12.92,0.18516694204316544,0.2,0.26,0.06,0.0,0.0,0.16,0.0,1.66,1,0,1,0
260,INFP,26.26,0.18261278406128686,0.16,0.32,0.18,0.0,0.02,0.8,0.06,2.7,1,0,0,1
261,INFJ,10.5,0.18219094335428118,0.08,0.18,0.04,0.02,0.0,0.06,0.0,0.68,1,0,0,0
262,INTJ,25.44,0.19702695893172084,0.0,0.58,0.36,0.0,0.0,1.2,0.0,3.58,1,0,1,0
263,ENFJ,30.66,0.18226097338510686,0.04,0.12,0.08,0.02,0.06,0.92,0.0,3.74,0,0,0,0
264,INFP,28.86,0.18402153018069972,0.0,0.06,0.04,0.0,0.0,0.62,0.0,3.44,1,0,0,1
265,INFP,25.4,0.18247195316148032,0.0,0.2,0.12,0.0,0.02,0.84,0.02,3.44,1,0,0,1
266,ISTJ,28.74,0.1857801411806633,0.0,0.28,0.16,0.0,0.0,0.84,0.0,2.62,1,1,1,0
267,ISTJ,31.84,0.18365138309088502,0.04,0.18,0.14,0.0,0.0,0.92,0.0,3.38,1,1,1,0
268,ISFP,12.04,0.18573893220642157,0.36,0.5,0.1,0.02,0.04,0.22,0.0,1.2,1,1,0,1
269,INFP,29.44,0.18616438150665743,0.08,0.2,0.06,0.0,0.0,1.3,0.0,3.26,1,0,0,1
270,INFJ,29.64,0.19035289655986398,0.0,0.2,0.88,0.0,0.0,0.76,0.0,3.18,1,0,0,0
271,INFP,26.6,0.17598737601797262,0.0,0.18,0.02,0.0,0.02,0.62,0.02,2.74,1,0,0,1
272,INTP,16.36,0.18291158504605529,0.2,0.32,0.04,0.02,0.0,0.38,0.0,1.74,1,0,1,1
273,INFP,25.56,0.17855652748621473,0.08,0.06,0.04,0.08,0.0,0.62,0.02,3.14,1,0,0,1
274,INTP,25.08,0.18985088527479566,0.0,0.18,0.04,0.0,0.0,0.6,0.0,3.92,1,0,1,1
275,INTJ,7.28,0.17520162938232484,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.56,1,0,1,0
276,INTJ,27.26,0.19766969968815415,0.08,0.26,0.06,0.0,0.0,0.62,0.0,3.04,1,0,1,0
277,INFJ,30.5,0.18367660628513366,0.04,0.24,0.02,0.0,0.04,0.72,0.0,4.04,1,0,0,0
278,INFP,31.2,0.181898691305051,0.0,0.2,0.12,0.0,0.0,0.94,0.0,2.92,1,0,0,1
279,INTP,28.34,0.1816327719944484,0.14,0.18,0.02,0.02,0.12,0.56,0.0,2.88,1,0,1,1
280,INTJ,22.98,0.18412375959969582,0.0,0.08,0.06,0.0,0.0,0.44,0.02,2.26,1,0,1,0
281,ENFP,30.44,0.18466259043438332,0.02,0.32,0.38,0.0,0.0,0.82,0.0,3.74,0,0,0,1
282,INFP,18.7,0.19097005563980105,0.06,0.4,0.04,0.0,0.0,0.16,0.0,2.44,1,0,0,1
283,INTP,27.3,0.18836974713205507,0.04,0.28,0.04,0.0,0.0,0.64,0.0,2.54,1,0,1,1
284,ENTJ,32.92,0.182055564035338,0.0,0.08,0.06,0.0,0.0,0.92,0.0,2.5,0,0,1,0
285,INTJ,18.24,0.1834456507304703,0.3,0.24,0.04,0.16,0.0,0.52,0.0,2.04,1,0,1,0
286,INFJ,23.7,0.1811113847330209,0.02,0.08,0.02,0.0,0.0,0.36,0.0,2.3,1,0,0,0
287,INFP,25.04,0.17949958186063233,0.04,0.4,0.02,0.0,0.02,0.58,0.0,2.54,1,0,0,1
288,ENTJ,30.24,0.18668577277847587,0.06,0.12,0.12,0.0,0.0,0.68,0.0,2.42,0,0,1,0
289,INTP,26.56,0.1827506300820076,0.22,0.2,0.28,0.08,0.0,0.92,0.0,3.14,1,0,1,1
290,INTP,26.86,0.18117832977238932,0.0,0.04,0.02,0.0,0.0,0.6,0.0,3.46,1,0,1,1
291,INFP,29.0,0.18948695639854377,0.02,0.26,0.1,0.02,0.06,0.6,0.0,1.32,1,0,0,1
292,INTP,25.72,0.17639201857835052,0.06,0.04,0.0,0.04,0.0,0.48,0.0,2.98,1,0,1,1
293,ENTP,21.86,0.19181889652496192,0.06,0.22,0.06,0.04,0.0,0.54,0.08,2.4,0,0,1,1
294,INTJ,27.0,0.18684794390165463,0.0,0.24,0.02,0.0,0.0,0.7,0.0,4.1,1,0,1,0
295,INTP,31.68,0.18245383460179568,0.06,0.38,0.3,0.04,0.0,0.82,0.02,3.42,1,0,1,1
296,INTJ,23.8,0.18056767550181774,0.02,0.12,0.1,0.0,0.02,0.58,0.0,2.4,1,0,1,0
297,INFP,11.6,0.18638891064296342,0.08,0.12,0.08,0.0,0.0,0.16,0.02,0.94,1,0,0,1
298,INFJ,17.34,0.19392740016116639,0.0,0.02,0.02,0.0,0.0,0.22,0.02,2.28,1,0,0,0
299,INFJ,28.42,0.18248944344945184,0.0,0.12,0.06,0.0,0.0,0.86,0.0,3.46,1,0,0,0
300,INFP,32.9,0.1790835042908779,0.04,0.06,0.06,0.02,0.08,0.94,0.0,3.5,1,0,0,1
301,ENFP,28.96,0.17878315049801735,0.06,0.12,0.0,0.02,0.0,0.88,0.02,2.08,0,0,0,1
302,INTP,29.22,0.18737238390254057,0.0,0.12,0.3,0.0,0.0,0.54,0.0,1.48,1,0,1,1
303,ISTP,28.08,0.18719199225282496,0.2,0.3,0.26,0.2,0.12,0.8,0.02,3.04,1,1,1,1
304,INTJ,26.18,0.18971027120257258,0.02,0.42,0.2,0.0,0.0,0.9,0.0,2.86,1,0,1,0
305,ENFP,16.24,0.18889660396414595,0.2,0.2,0.16,0.0,0.02,0.24,0.0,1.54,0,0,0,1
306,ENFP,24.92,0.18292666574293007,0.26,0.42,0.04,0.0,0.04,0.68,0.02,2.54,0,0,0,1
307,ENTP,25.24,0.18904025690019693,0.04,0.24,0.2,0.0,0.0,1.12,0.02,2.12,0,0,1,1
308,INTP,22.02,0.17906763744017745,0.18,0.22,0.1,0.08,0.0,0.66,0.0,2.78,1,0,1,1
309,INFJ,28.8,0.18638841036896683,0.14,0.32,0.08,0.1,0.0,0.84,0.0,4.02,1,0,0,0
310,INTJ,28.0,0.17946107394502717,0.0,0.42,0.02,0.0,0.0,0.74,0.02,2.24,1,0,1,0
311,INFP,32.84,0.18352060684619284,0.0,0.08,0.18,0.0,0.0,0.82,0.0,4.38,1,0,0,1
312,ENFP,33.2,0.1869328585465899,0.0,0.1,0.12,0.0,0.0,0.84,0.0,3.94,0,0,0,1
313,ENFJ,22.56,0.1803575217191255,0.24,0.24,0.12,0.12,0.0,0.4,0.0,2.02,0,0,0,0
314,ENTP,28.26,0.18504516454843872,0.0,0.52,0.26,0.0,0.02,0.84,0.0,3.46,0,0,1,1
315,ISFP,27.68,0.18525345941515836,0.0,0.04,0.18,0.0,0.0,0.54,0.0,3.44,1,1,0,1
316,INFP,32.36,0.189949696128996,0.04,0.24,0.08,0.0,0.04,1.56,0.0,3.8,1,0,0,1
317,INFP,23.58,0.19092799184202236,0.04,0.2,0.44,0.0,0.02,0.44,0.0,3.28,1,0,0,1
318,INFP,24.92,0.1840122885279017,0.1,0.1,0.06,0.0,0.0,0.54,0.0,3.48,1,0,0,1
319,INTJ,33.88,0.1788833557038297,0.0,0.04,0.0,0.0,0.0,0.92,0.0,3.46,1,0,1,0
320,ENTP,28.32,0.1895777600025138,0.0,0.38,0.24,0.0,0.0,0.56,0.0,3.16,0,0,1,1
321,ENTP,23.76,0.18719329626765693,0.1,0.42,0.14,0.0,0.0,0.64,0.0,2.46,0,0,1,1
322,INTP,21.42,0.17963922453017042,0.12,0.34,0.0,0.0,0.0,0.5,0.0,1.76,1,0,1,1
323,INTP,29.58,0.19047279559590738,0.0,0.14,0.12,0.0,0.04,1.74,0.0,4.0,1,0,1,1
324,INFJ,27.24,0.19456181835007172,0.04,0.14,0.26,0.0,0.0,0.62,0.0,3.64,1,0,0,0
325,INFJ,18.56,0.18368326470932766,0.14,0.32,0.18,0.0,0.0,0.82,0.02,1.9,1,0,0,0
326,INTP,27.86,0.18437100209121768,0.02,0.08,0.0,0.0,0.0,0.72,0.0,3.26,1,0,1,1
327,ENFP,11.9,0.1905235967174534,0.04,0.12,0.12,0.04,0.0,0.34,0.0,1.28,0,0,0,1
328,INFP,35.04,0.1891946170485074,0.0,0.14,0.12,0.0,0.0,0.98,0.0,4.32,1,0,0,1
329,INTJ,31.24,0.18251345520069223,0.08,0.16,0.06,0.0,0.08,0.92,0.0,3.32,1,0,1,0
330,INTJ,27.58,0.18320957353750145,0.0,0.1,0.08,0.0,0.0,0.78,0.0,2.44,1,0,1,0
331,INFP,26.82,0.18155923974909938,0.02,0.16,0.1,0.0,0.02,0.7,0.0,2.56,1,0,0,1
332,INFP,26.0,0.18911034199544605,0.04,0.08,0.12,0.0,0.0,0.9,0.0,2.94,1,0,0,1
333,INFP,28.7,0.18734187229594634,0.02,0.24,0.68,0.0,0.0,0.66,0.0,2.88,1,0,0,1
334,ISFP,27.1,0.1834401394761789,0.06,0.2,0.96,0.0,0.0,0.66,0.02,2.4,1,1,0,1
335,ISFJ,30.46,0.18526203834413665,0.08,0.2,0.14,0.04,0.0,0.78,0.0,3.34,1,1,0,0
336,INFP,23.44,0.18330222645013222,0.0,0.18,0.02,0.0,0.0,0.74,0.0,3.08,1,0,0,1
337,INTP,30.6,0.17961622423961415,0.0,0.16,0.28,0.0,0.04,1.08,0.0,4.04,1,0,1,1
338,INFP,24.22,0.18130175222477082,0.12,0.16,0.0,0.02,0.0,0.46,0.0,2.88,1,0,0,1
339,INTJ,24.8,0.1816021591226856,0.0,0.28,0.02,0.0,0.0,0.44,0.0,2.74,1,0,1,0
340,INTJ,22.64,0.17959822222222221,0.04,0.04,0.34,0.04,0.02,0.7,0.0,2.54,1,0,1,0
341,ENTP,28.06,0.18925140375183808,0.08,0.14,0.1,0.0,0.02,0.9,0.0,2.74,0,0,1,1
342,ENFJ,29.88,0.18685065370882437,0.0,0.1,0.3,0.0,0.04,0.82,0.0,1.7,0,0,0,0
343,ISFJ,22.0,0.18447196624503404,0.12,0.16,0.14,0.1,0.02,0.44,0.0,1.72,1,1,0,0
344,INTP,30.38,0.18490402664068895,0.02,0.2,0.12,0.0,0.0,0.84,0.0,3.84,1,0,1,1
345,ISFP,32.28,0.18909282990570553,0.0,0.08,0.02,0.0,0.02,0.84,0.0,4.04,1,1,0,1
346,ESTP,20.26,0.17728912522180332,0.02,0.12,0.04,0.02,0.02,0.22,0.0,2.24,0,1,1,1
347,INFP,16.2,0.18739228782695722,0.0,0.14,0.02,0.0,0.04,0.2,0.0,2.02,1,0,0,1
348,INTP,22.74,0.1890114313791654,0.06,0.3,0.22,0.04,0.02,0.58,0.0,3.08,1,0,1,1
349,INTJ,25.34,0.18166795506740654,0.0,0.12,0.0,0.0,0.0,0.66,0.0,3.48,1,0,1,0
350,INFP,30.9,0.17919644529439055,0.0,0.04,0.08,0.0,0.0,0.96,0.0,3.54,1,0,0,1
351,INTJ,20.3,0.18279329463582253,0.16,0.24,0.4,0.08,0.0,0.54,0.0,2.36,1,0,1,0
352,INFP,26.9,0.18412266517025094,0.0,0.18,0.18,0.0,0.0,0.62,0.0,3.58,1,0,0,1
353,INFP,28.7,0.20116713463058453,0.04,0.4,0.8,0.02,0.04,1.5,0.0,3.8,1,0,0,1
354,INFJ,24.66,0.18457715714249642,0.0,0.16,0.42,0.0,0.0,0.62,0.0,1.2,1,0,0,0
355,INFP,13.3,0.19438144752736275,0.02,0.12,0.06,0.02,0.0,0.32,0.0,1.68,1,0,0,1
356,ENTP,15.86,0.18482918881289082,0.12,0.14,0.08,0.04,0.0,0.26,0.0,1.92,0,0,1,1
357,INTP,26.46,0.18255503678013402,0.08,0.28,0.02,0.04,0.04,0.64,0.0,3.22,1,0,1,1
358,INTP,22.74,0.18614621424262326,0.0,0.02,0.0,0.0,0.06,0.7,0.0,2.38,1,0,1,1
359,INFJ,26.38,0.1847662575448514,0.02,0.24,0.22,0.0,0.0,0.74,0.0,3.4,1,0,0,0
360,ENFP,28.58,0.19271337405976466,0.0,0.12,0.36,0.0,0.0,1.54,0.0,3.38,0,0,0,1
361,INTJ,28.38,0.18362229040011935,0.02,0.1,0.12,0.0,0.02,0.86,0.0,2.5,1,0,1,0
362,ENTP,18.38,0.18754596433012427,0.0,0.14,0.06,0.0,0.0,0.36,0.0,0.76,0,0,1,1
363,ENFP,29.46,0.17877472041955325,0.02,0.12,0.1,0.0,0.02,0.7,0.0,3.04,0,0,0,1
364,INFJ,33.8,0.17608097812955711,0.04,0.02,0.0,0.0,0.06,0.92,0.0,4.84,1,0,0,0
365,ISTJ,35.32,0.18489223031473792,0.0,0.06,0.0,0.0,0.02,0.96,0.0,3.82,1,1,1,0
366,INFP,26.96,0.1962413530314116,0.06,0.4,0.16,0.0,0.0,1.32,0.0,3.12,1,0,0,1
367,INFP,28.42,0.18231270928211665,0.1,0.22,0.04,0.04,0.02,0.7,0.0,2.58,1,0,0,1
368,INFP,28.14,0.1851487190323272,0.06,0.04,0.12,0.0,0.02,1.14,0.0,3.9,1,0,0,1
369,INTJ,28.02,0.1900195046119105,0.06,0.32,0.12,0.0,0.0,0.66,0.0,3.04,1,0,1,0
370,INTJ,29.22,0.17503489217575782,0.02,0.16,0.02,0.0,0.0,0.82,0.0,2.82,1,0,1,0
371,INFP,29.98,0.18761781335741176,0.02,0.08,0.08,0.0,0.02,0.8,0.0,3.98,1,0,0,1
372,INFJ,31.34,0.1851857842515283,0.0,0.1,0.08,0.0,0.04,0.9,0.02,3.42,1,0,0,0
373,INFP,31.24,0.18846200672516839,0.02,0.42,0.26,0.0,0.02,1.2,0.0,4.74,1,0,0,1
374,INFP,15.44,0.19229007932934944,0.0,0.0,0.18,0.0,0.0,0.34,0.0,1.48,1,0,0,1
375,ENTP,15.04,0.19088047649488069,0.0,0.1,0.1,0.0,0.0,0.24,0.0,1.22,0,0,1,1
376,INTJ,27.48,0.18509180456742694,0.0,0.1,0.2,0.0,0.0,0.56,0.0,3.32,1,0,1,0
377,INFP,28.94,0.18781697105228504,0.0,0.2,0.22,0.0,0.0,0.92,0.0,3.74,1,0,0,1
378,INTJ,25.66,0.17868216181415444,0.02,0.14,0.12,0.0,0.0,0.42,0.0,2.2,1,0,1,0
379,INTJ,5.54,0.18689320744097698,0.02,0.02,0.02,0.0,0.0,0.12,0.0,0.4,1,0,1,0
380,INFP,29.82,0.1903640508107879,0.0,0.32,0.22,0.0,0.0,1.06,0.0,4.08,1,0,0,1
381,ENFP,35.72,0.18690461445793935,0.0,0.18,0.5,0.0,0.0,1.12,0.0,4.62,0,0,0,1
382,ISTP,1.02,0.18544973749423233,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.36,1,1,1,1
383,INFP,30.16,0.18012556276828023,0.0,0.16,0.2,0.0,0.02,0.84,0.0,3.34,1,0,0,1
384,ISFP,3.88,0.17503851480112245,0.02,0.04,0.04,0.0,0.0,0.12,0.02,0.18,1,1,0,1
385,INFP,29.66,0.18785971148336084,0.0,0.22,0.48,0.0,0.02,1.0,0.0,3.38,1,0,0,1
386,ENFP,22.38,0.18764611333401732,0.02,0.16,0.6,0.0,0.0,0.32,0.0,3.24,0,0,0,1
387,ENTJ,28.8,0.18392087509509686,0.0,0.18,0.06,0.0,0.0,0.68,0.0,3.12,0,0,1,0
388,ENFP,32.58,0.18470255875218877,0.0,0.14,0.0,0.0,0.02,0.8,0.0,4.02,0,0,0,1
389,INFJ,21.8,0.19266062298362133,0.08,0.26,1.2,0.02,0.0,0.66,0.0,2.66,1,0,0,0
390,INFJ,24.46,0.19137811613894143,0.02,0.14,0.74,0.0,0.0,0.74,0.0,2.06,1,0,0,0
391,ISFP,16.62,0.1856556991920227,0.18,0.38,0.12,0.0,0.0,0.44,0.0,1.44,1,1,0,1
392,INFP,21.36,0.17959629776059707,0.06,0.2,0.08,0.0,0.0,0.36,0.0,2.3,1,0,0,1
393,INTP,21.5,0.18671496629953074,0.2,0.54,0.4,0.06,0.02,0.52,0.0,2.44,1,0,1,1
394,ESTP,21.14,0.18835685292982618,0.08,0.32,0.0,0.0,0.04,0.34,0.0,2.86,0,1,1,1
395,ENTP,23.48,0.18289758841797374,0.02,0.34,0.54,0.0,0.08,1.12,0.0,0.88,0,0,1,1
396,ENFP,28.02,0.19139095434053474,0.06,0.12,0.28,0.0,0.0,1.46,0.0,3.06,0,0,0,1
397,INFP,18.1,0.17684495427600833,0.08,0.3,0.02,0.06,0.0,0.24,0.0,1.9,1,0,0,1
398,INFP,31.02,0.18008780426541618,0.0,0.3,0.16,0.0,0.0,1.06,0.0,3.6,1,0,0,1
399,INFJ,26.32,0.19111645669967223,0.02,0.32,0.58,0.0,0.0,1.54,0.0,2.42,1,0,0,0
400,INTJ,31.76,0.18304503881413686,0.0,0.08,0.02,0.0,0.0,0.92,0.0,3.82,1,0,1,0
401,ISFP,25.94,0.18261845016244924,0.02,0.24,0.18,0.0,0.0,0.6,0.0,2.16,1,1,0,1
402,INFJ,30.94,0.18373341493460127,0.06,0.3,0.0,0.0,0.04,0.84,0.0,2.98,1,0,0,0
403,ISFP,28.02,0.18257708569779496,0.04,0.12,0.08,0.0,0.0,0.76,0.0,3.2,1,1,0,1
404,INFP,23.6,0.1847064208492911,0.02,0.1,0.06,0.0,0.04,0.56,0.0,3.38,1,0,0,1
405,ENFP,17.5,0.1921927807404979,0.06,0.26,0.08,0.0,0.0,0.74,0.0,2.28,0,0,0,1
406,INTP,28.38,0.18668637638528515,0.0,0.3,0.0,0.0,0.0,0.86,0.02,2.54,1,0,1,1
407,INFP,7.66,0.18616313942960616,0.02,0.0,0.04,0.0,0.02,0.1,0.0,0.92,1,0,0,1
408,INFJ,28.98,0.19029713902863923,0.2,0.1,0.12,0.0,0.02,0.78,0.0,4.18,1,0,0,0
409,ENFP,26.28,0.18341377214093818,0.02,0.76,0.2,0.0,0.0,0.64,0.02,2.06,0,0,0,1
410,INFP,28.16,0.1900911609390141,0.08,0.18,0.24,0.0,0.0,0.88,0.0,3.44,1,0,0,1
411,INFJ,26.7,0.18982461895177255,0.08,0.18,0.4,0.02,0.08,1.1,0.0,3.16,1,0,0,0
412,INTP,26.5,0.1855420627171549,0.0,0.18,0.18,0.0,0.0,0.96,0.0,3.1,1,0,1,1
413,INFJ,24.6,0.1868948441125384,0.02,0.24,0.54,0.0,0.02,0.56,0.0,3.14,1,0,0,0
414,INFJ,27.56,0.18528309652877525,0.0,0.18,0.14,0.0,0.0,0.66,0.0,2.02,1,0,0,0
415,ISFJ,29.64,0.18454344758725655,0.0,0.32,0.44,0.0,0.0,0.6,0.0,3.14,1,1,0,0
416,INFJ,24.18,0.17804616359881084,0.0,0.28,0.1,0.0,0.02,0.54,0.0,2.52,1,0,0,0
417,INFP,31.58,0.1823816989704817,0.0,0.22,0.44,0.0,0.0,0.9,0.0,3.08,1,0,0,1
418,INFJ,22.74,0.1870706083865789,0.0,0.06,0.06,0.0,0.0,0.7,0.0,3.34,1,0,0,0
419,INFP,19.84,0.18591129334741638,0.08,0.08,0.04,0.06,0.02,0.44,0.0,1.86,1,0,0,1
420,INTP,26.54,0.18300433485566464,0.0,0.04,0.02,0.0,0.0,0.62,0.0,3.92,1,0,1,1
421,ENTP,28.76,0.18269170916143096,0.0,0.2,0.02,0.0,0.0,0.7,0.0,2.22,0,0,1,1
422,INTP,18.72,0.18259815216122385,0.26,0.02,0.04,0.0,0.02,0.44,0.0,1.98,1,0,1,1
423,INFJ,19.3,0.19122492967836288,0.08,0.16,0.0,0.0,0.0,0.4,0.0,1.0,1,0,0,0
424,INFJ,31.24,0.1840878816844425,0.06,0.38,0.28,0.0,0.08,1.08,0.0,3.96,1,0,0,0
425,INTJ,23.0,0.17952320928852947,0.02,0.24,0.04,0.0,0.0,0.44,0.0,2.12,1,0,1,0
426,INFP,18.32,0.19331816586991799,0.26,0.32,0.06,0.08,0.0,0.52,0.0,2.4,1,0,0,1
427,INFP,23.7,0.18968609189309088,0.0,0.26,0.26,0.0,0.0,0.74,0.0,3.0,1,0,0,1
428,ENFP,21.22,0.17595290466460564,0.06,0.08,0.08,0.0,0.02,0.52,0.0,1.84,0,0,0,1
429,INFP,8.7,0.1841424876309396,0.44,0.46,0.02,0.02,0.0,0.06,0.0,1.34,1,0,0,1
430,ESFP,4.46,0.2035336651892515,0.12,0.16,0.02,0.0,0.0,0.0,0.0,0.48,0,1,0,1
431,ISTP,16.26,0.18509713343159573,0.0,0.12,0.02,0.0,0.0,0.26,0.0,1.62,1,1,1,1
432,INFP,24.6,0.19295714736233677,0.0,0.3,0.38,0.0,0.0,0.48,0.0,2.68,1,0,0,1
433,INTP,26.44,0.1799673378049664,0.0,0.08,0.0,0.0,0.0,0.52,0.02,3.0,1,0,1,1
434,INFJ,25.38,0.17742292319113478,0.02,0.1,0.04,0.0,0.0,0.6,0.0,2.8,1,0,0,0
435,ENFJ,31.5,0.18759589565139545,0.0,0.2,0.42,0.0,0.0,1.14,0.0,3.92,0,0,0,0
436,INFP,21.16,0.18826250213687726,0.04,0.24,0.44,0.0,0.0,0.46,0.0,2.8,1,0,0,1
437,ENTP,29.1,0.18368301651020266,0.02,0.04,0.32,0.0,0.0,0.72,0.0,2.62,0,0,1,1
438,INTJ,18.7,0.18289227577528008,0.24,0.16,0.16,0.12,0.06,0.5,0.0,2.52,1,0,1,0
439,INFJ,25.34,0.1893126023599576,0.0,0.6,0.0,0.0,0.0,0.54,0.0,2.58,1,0,0,0
440,INFJ,25.52,0.18296454125125713,0.02,0.14,0.04,0.0,0.0,0.58,0.0,2.32,1,0,0,0
441,INTP,27.32,0.19009088660329898,0.02,0.02,0.02,0.0,0.06,0.48,0.0,4.14,1,0,1,1
442,ISTP,25.02,0.18383052552498153,0.04,0.16,0.12,0.02,0.02,0.54,0.0,2.78,1,1,1,1
443,ENFP,18.0,0.18833611098599162,0.14,0.24,0.18,0.0,0.0,0.48,0.02,2.2,0,0,0,1
444,ENFP,24.64,0.1858290183758487,0.1,0.02,0.14,0.0,0.02,0.78,0.0,3.74,0,0,0,1
445,ENFP,31.24,0.18944568597706626,0.0,0.12,0.58,0.0,0.02,0.74,0.0,4.7,0,0,0,1
446,ENFJ,26.52,0.18798897094194614,0.0,0.12,0.24,0.0,0.0,0.62,0.0,3.22,0,0,0,0
447,ESTP,22.12,0.18888248213353334,0.04,0.22,0.22,0.0,0.0,0.34,0.02,2.06,0,1,1,1
448,INFJ,33.58,0.18810111860237677,0.0,0.32,0.02,0.0,0.02,0.8,0.0,3.66,1,0,0,0
449,INTJ,29.28,0.185109265185475,0.04,0.36,0.06,0.02,0.02,0.9,0.0,3.56,1,0,1,0
450,ENTP,26.9,0.17841476099646308,0.08,0.16,0.08,0.04,0.0,0.62,0.0,2.26,0,0,1,1
451,INFP,25.44,0.17895663449122,0.0,0.04,1.0,0.0,0.02,0.52,0.0,1.62,1,0,0,1
452,INFP,27.24,0.18560940147389035,0.14,0.32,0.04,0.0,0.12,0.74,0.0,2.88,1,0,0,1
453,INTP,22.46,0.18040293622653925,0.08,0.12,0.06,0.0,0.0,0.54,0.0,2.18,1,0,1,1
454,INFP,15.9,0.18747421883084028,0.06,0.28,0.04,0.0,0.02,0.22,0.0,1.8,1,0,0,1
455,INTJ,18.76,0.18668762610449136,0.18,0.64,0.5,0.08,0.0,0.48,0.0,1.82,1,0,1,0
456,ENTP,25.22,0.1789727216091136,0.02,0.22,0.08,0.0,0.0,0.6,0.0,2.7,0,0,1,1
457,INTP,22.72,0.19088370637556173,0.0,0.3,0.12,0.0,0.0,0.44,0.0,2.66,1,0,1,1
458,ISTJ,25.7,0.1906935850850786,0.0,0.16,0.18,0.0,0.0,0.78,0.0,2.96,1,1,1,0
459,INTJ,21.36,0.19090265240526003,0.16,0.46,0.16,0.02,0.02,0.36,0.02,1.52,1,0,1,0
460,INTJ,28.22,0.18646544274877533,0.02,0.08,0.08,0.0,0.02,0.46,0.0,2.16,1,0,1,0
461,INTJ,19.42,0.18294711679478057,0.0,0.2,0.12,0.0,0.0,0.28,0.0,1.5,1,0,1,0
462,ENFP,32.16,0.183396279885113,0.04,0.16,0.26,0.0,0.02,0.92,0.0,3.38,0,0,0,1
463,ISTP,19.96,0.1904601806007382,0.1,0.14,0.24,0.04,0.0,0.86,0.0,2.24,1,1,1,1
464,INTJ,29.52,0.17144784455053425,0.02,0.1,0.02,0.0,0.0,0.72,0.0,2.64,1,0,1,0
