,goodreads_book_id,book_id,book_title,book_series,authors,average_rating,work_ratings_count,main_genre,sec_genre
28520,3867,867,The History of Love,,Nicole Krauss,3.91,103470,historical,romance
28610,3869,439,A Brief History of Time,,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",4.12,181410,history,classic
28733,3872,8433,A History of the World in 6 Glasses,,Tom Standage,3.74,12688,history,historical
28833,3873,2727,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",,Karen Armstrong,3.85,34576,history,historical
28912,3876,264,The Sun Also Rises,,Ernest Hemingway,3.83,303117,classic,classic
29401,3972,8432,Olympos,Ilium,Dan Simmons,3.93,12698,science-fiction,science-fiction
29501,3973,5332,Ilium,Ilium,Dan Simmons,4.01,21323,fantasy,science-fiction
29601,3974,4885,The Terror,,Dan Simmons,4.0,24226,horror,historical
29701,3977,3247,Endymion,Hyperion Cantos,Dan Simmons,4.14,33572,science-fiction,science-fiction
29803,3980,793,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,,E.L. Konigsburg,4.15,144108,children,young adult
29901,3985,516,The Amazing Adventures of Kavalier & Clay,,Michael Chabon,4.17,156603,historical,historical
30001,4004,2521,The Pilgrimage,,"Paulo Coelho, Alan R. Clarke",3.64,35504,fantasy,adventure
30101,4005,2902,The Fifth Mountain,,Paulo Coelho,3.61,30977,historical,historical
30201,4006,5318,The Valkyries,,"Paulo Coelho, Alan R. Clarke",3.3,16954,fantasy,romance
30301,4008,1835,The Devil and Miss Prym,On the Seventh Day,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",3.59,49075,fantasy,drama
30402,4009,709,Nine Stories,,J.D. Salinger,4.19,117297,drama,young adult
30501,4031,5128,Lunar Park,,Bret Easton Ellis,3.6,18490,horror,thriller
30617,4035,3240,The Burden of Proof,,Scott Turow,4.05,29820,mystery,thriller
30712,4069,472,Man's Search for Meaning,,Viktor E. Frankl,4.33,193751,history,classic
30808,4076,8179,In Search of Excellence: Lessons from America's Best-Run Companies,,"Tom Peters, Robert H. Waterman Jr.",3.91,10121,history,classic
31123,4135,2615,I Like You: Hospitality Under the Influence,,Amy Sedaris,3.87,34919,humor,humor
31230,4136,943,Holidays on Ice,,David Sedaris,3.95,90898,humor,humor
31333,4137,101,Me Talk Pretty One Day,,David Sedaris,3.97,514276,humor,humor
31427,4138,344,Naked,,David Sedaris,4.08,204766,humor,humor
31527,4143,1923,Barrel Fever: Stories and Essays,,David Sedaris,3.78,45740,humor,humor
31601,4214,45,Life of Pi,,Yann Martel,3.88,1077431,fantasy,adventure
31729,4261,9083,Songbook,,Nick Hornby,3.56,11085,humor,humor
31820,4264,3476,Fever Pitch,,Nick Hornby,3.72,28121,humor,historical
31924,4268,2193,How to Be Good,,Nick Hornby,3.18,44660,humor,humor
32003,4271,795,About a Boy,,Nick Hornby,3.79,112161,humor,humor
32103,4325,1789,Dreamland,,Sarah Dessen,3.91,65731,young adult,young adult
32209,4339,8996,Dispatches,,Michael Herr,4.24,11599,history,historical
32335,4364,9111,Maximum City: Bombay Lost and Found,,Suketu Mehta,3.91,8417,history,crime
32403,4373,5794,First They Killed My Father: A Daughter of Cambodia Remembers,,Loung Ung,4.29,18880,history,historical
32501,4381,48,Fahrenheit 451,,Ray Bradbury,3.97,1176240,classic,science-fiction
32603,4395,131,The Grapes of Wrath,,John Steinbeck,3.92,553352,classic,classic
32712,4406,225,East of Eden,,John Steinbeck,4.35,336682,classic,classic
32801,4407,167,American Gods,American Gods,Neil Gaiman,4.11,518343,fantasy,fantasy
32912,4473,325,A Prayer for Owen Meany,,John Irving,4.22,246452,classic,classic
33103,4507,7453,Sickened: The Memoir of a Munchausen by Proxy Childhood,,Julie Gregory,3.72,13713,young adult,crime
33201,4516,5022,Marina,,Carlos Ruiz Zafón,3.99,24929,young adult,horror
33308,4530,9513,Olivia Joules and the Overactive Imagination,,Helen Fielding,3.1,11651,chick lit,romance
33403,4538,2985,The View from Saturday,,E.L. Konigsburg,3.74,38226,young adult,children
33503,4588,249,Extremely Loud and Incredibly Close,,Jonathan Safran Foer,3.97,319116,historical,young adult
33630,4591,5027,Genome: the Autobiography of a Species in 23 Chapters,,Matt Ridley,4.02,18917,history,0
33701,4599,8814,Carter Beats the Devil,,Glen David Gold,4.09,10976,historical,mystery
33806,4600,4261,"Moo, Baa, La La La!",,Sandra Boynton,4.19,27425,children,children
33907,4625,3126,The Complete Short Stories,,Ernest Hemingway,4.28,30304,classic,classic
34007,4630,5704,To Have and Have Not,,Ernest Hemingway,3.57,18970,classic,classic
34110,4631,1031,A Moveable Feast,,Ernest Hemingway,4.04,90690,history,classic
34208,4633,9317,Islands in the Stream,,Ernest Hemingway,3.86,10717,classic,classic
34309,4645,3764,The Snows of Kilimanjaro and Other Stories,,Ernest Hemingway,3.88,27093,classic,classic
34411,4652,6273,In Our Time,,Ernest Hemingway,3.8,16010,classic,classic
34509,4656,4130,The Fourth Hand,,John Irving,3.3,24814,drama,romance
34611,4657,9722,The Water-Method Man,,John Irving,3.34,10384,humor,humor
34711,4659,1936,A Widow for One Year,,John Irving,3.74,50081,romance,drama
34809,4660,8735,The 158-Pound Marriage,,John Irving,3.22,11189,drama,classic
34901,4662,7409,The Short Stories,,"F. Scott Fitzgerald, Matthew J. Bruccoli",4.23,12955,classic,fantasy
35003,4671,5,The Great Gatsby,,F. Scott Fitzgerald,3.89,2773745,classic,classic
35110,4687,704,The Cider House Rules,,John Irving,4.1,134263,historical,classic
35201,4692,3920,The Physician,Cole Family Trilogy,Noah Gordon,4.35,25952,historical,historical
35317,4701,3792,A Spot of Bother,,Mark Haddon,3.46,28130,humor,drama
35411,4708,3255,The Beautiful and Damned,,F. Scott Fitzgerald,3.75,33692,classic,classic
35510,4796,3387,The Winter of Our Discontent,,"John Steinbeck, Susan Shillinglaw",3.99,30997,classic,classic
35612,4799,1161,Cannery Row,,John Steinbeck,4.02,88541,classic,classic
35730,4806,2295,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,,"Dava Sobel, Neil Armstrong",3.95,42215,history,historical
35801,4813,8382,1421: The Year China Discovered America,,Gavin Menzies,3.58,10971,history,historical
35907,4820,3570,"Mayflower: A Story of Courage, Community, and War",,Nathaniel Philbrick,3.86,27463,history,historical
36001,4830,8175,Shalimar the Clown,,Salman Rushdie,3.86,11231,historical,fantasy
36101,4835,4468,Haroun and the Sea of Stories,Khalifa Brothers,"Salman Rushdie, Paul Birkbeck",4.01,23699,fantasy,young adult
36209,4865,260,How to Win Friends and Influence People,,Dale Carnegie,4.13,305437,classic,classic
36309,4866,1750,How to Stop Worrying and Start Living,,Dale Carnegie,4.08,51418,classic,0
36407,4887,9296,The Drama of the Gifted Child: The Search for the True Self,,"Alice  Miller, Ruth Ward",4.09,10830,children,children
36510,4894,315,Who Moved My Cheese?,,"Spencer Johnson, Kenneth H. Blanchard",3.74,253134,classic,humor
36709,4900,301,Heart of Darkness,,Joseph Conrad,3.42,308391,classic,classic
36811,4909,3966,Teacher Man,Frank McCourt,Frank McCourt,3.73,26183,history,humor
36913,4912,2252,'Tis,Frank McCourt,Frank McCourt,3.66,46748,history,historical
37009,4921,3023,Three Men in a Boat,Three Men,Jerome K. Jerome,3.9,38799,humor,classic
37101,4929,430,Kafka on the Shore,,"Haruki Murakami, Philip Gabriel",4.13,195365,fantasy,mystery
37211,4934,485,The Brothers Karamazov,,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",4.3,178135,classic,historical
37301,4948,296,The Very Hungry Caterpillar Board Book,,Eric Carle,4.29,304528,children,children
37408,4950,8015,The Hungry Tide,,Amitav Ghosh,3.91,11085,adventure,historical
37522,4952,1238,What Is the What,,Dave Eggers,4.16,64740,historical,history
37612,4953,495,A Heartbreaking Work of Staggering Genius,,Dave Eggers,3.68,149779,humor,coming-of-age
37709,4954,3092,You Shall Know Our Velocity!,,Dave Eggers,3.62,25405,humor,adventure
37825,4955,6895,How We Are Hungry,,Dave Eggers,3.75,12077,humor,0
37903,4965,901,Year of Wonders,,Geraldine Brooks,4.0,108029,historical,history
38001,4978,936,Wolves of the Calla,The Dark Tower,"Stephen King, Bernie Wrightson",4.17,109648,horror,fantasy
38112,4979,2770,A Man Without a Country,,Kurt Vonnegut Jr.,4.07,32094,humor,classic
38201,4980,405,Breakfast of Champions,,Kurt Vonnegut Jr.,4.08,187177,classic,science-fiction
38301,4981,65,Slaughterhouse-Five,,Kurt Vonnegut Jr.,4.06,891762,classic,science-fiction
38401,4982,1074,The Sirens of Titan,,Kurt Vonnegut Jr.,4.16,83867,science-fiction,science-fiction
38501,4983,2975,Kurt Vonnegut's Cat's Cradle,Modern Critical Interpretations),"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",4.35,27533,classic,science-fiction
38609,4984,9972,Bagombo Snuff Box,,Kurt Vonnegut Jr.,3.72,8597,science-fiction,classic
38701,4985,2172,Welcome to the Monkey House,,Kurt Vonnegut Jr.,4.13,42825,science-fiction,classic
38801,4986,7338,"God Bless You, Dr. Kevorkian",,Kurt Vonnegut Jr.,3.83,12640,humor,science-fiction
38910,4987,5330,Jailbird,,Kurt Vonnegut Jr.,3.81,17018,humor,classic
39001,4989,150,The Red Tent,,Anita Diamant,4.16,449217,historical,history
39110,5015,2013,Saturday,,Ian McEwan,3.61,49409,drama,suspense
39201,5038,2219,The Pillars of Creation,Sword of Truth,Terry Goodkind,3.67,45832,fantasy,sci-fi-fantasy
39301,5043,142,The Pillars of the Earth,The Kingsbridge Series,Ken Follett,4.29,495893,historical,historical
39407,5052,9454,Code to Zero,,Ken Follett,3.64,11467,thriller,historical
39507,5053,6760,The Man From St. Petersburg,,Ken Follett,3.84,16436,historical,mystery
39609,5055,7544,Night Over Water,,Ken Follett,3.78,14769,historical,thriller
39707,5062,5705,Jackdaws,,Ken Follett,3.91,20382,historical,thriller
39801,5064,642,World Without End,The Kingsbridge Series,Ken Follett,4.23,145292,historical,historical
39951,5068,9302,Last Orders,,Graham Swift,3.68,10394,historical,0
40026,5084,1441,My Life in France,,"Julia Child, Alex Prud'Homme",4.16,67577,historical,history
40101,5091,953,The Dark Tower,The Dark Tower,Stephen King,4.27,104085,fantasy,horror
40201,5093,1053,Song of Susannah,The Dark Tower,"Stephen King, Darrel Anderson",3.98,95650,fantasy,horror
40301,5094,612,The Drawing of the Three,The Dark Tower,Stephen King,4.23,157513,fantasy,horror
40401,5096,806,Wizard and Glass,The Dark Tower,"Stephen King, Dave McKean",4.24,120708,fantasy,horror
40503,5107,8,The Catcher in the Rye,,J.D. Salinger,3.79,2120637,classic,classic
40603,5113,483,Franny and Zooey,,J.D. Salinger,3.98,162697,classic,classic
40703,5114,2339,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",,J.D. Salinger,4.11,40410,classic,classic
40811,5128,3464,The Doors of Perception & Heaven and Hell,,Aldous Huxley,3.96,27581,classic,classic
40901,5129,55,Brave New World,,Aldous Huxley,3.97,1079135,classic,science-fiction
41001,5130,5783,Island,,Aldous Huxley,3.87,16676,classic,science-fiction
41103,5139,78,The Devil Wears Prada,The Devil Wears Prada,Lauren Weisberger,3.7,679845,chick lit,romance
41202,5148,595,A Separate Peace,,John Knowles,3.56,162403,classic,young adult
41313,5157,1386,Black and Blue,,Anna Quindlen,3.86,69673,chick lit,drama
41419,5158,5157,A Virtuous Woman,,Kaye Gibbons,3.67,21650,historical,romance
41501,5159,2603,Here on Earth,,Alice Hoffman,3.68,39937,romance,chick lit
41610,5160,6057,The Heart of a Woman,,Maya Angelou,4.19,16862,classic,history
41716,5161,847,The Deep End of the Ocean,Cappadora Family,Jacquelyn Mitchard,3.84,104471,mystery,chick lit
41817,5166,625,Midwives,,Chris Bohjalian,3.97,135534,chick lit,mystery
41910,5167,2644,Cane River,,Lalita Tademy,4.04,39960,historical,historical
42003,5168,381,Where the Heart Is,,Billie Letts,4.0,210368,chick lit,romance
42116,5171,1317,Drowning Ruth,,Christina Schwarz,3.73,70953,mystery,historical
42212,5174,1806,Fall on Your Knees,,Ann-Marie MacDonald,3.95,53947,historical,historical
42320,5175,5667,What Looks Like Crazy on an Ordinary Day,Idlewild,Pearl Cleage,3.7,18444,chick lit,romance
42414,5176,1762,While I Was Gone,,Sue Miller,3.67,52947,chick lit,mystery
42535,5179,5737,Mother of Pearl,,Melinda Haynes,3.67,17632,historical,historical
42603,5180,3468,The Rapture of Canaan,,Sheri Reynolds,3.8,30649,coming-of-age,historical
42733,5181,3284,Jewel,,Bret Lott,3.64,32731,historical,chick lit
42835,5182,3787,Songs in Ordinary Time,,Mary McGarry Morris,3.68,27328,historical,chick lit
42924,5186,4671,"Breath, Eyes, Memory",,Edwidge Danticat,3.86,22855,historical,coming-of-age
43011,5187,1675,The Book of Ruth,,Jane Hamilton,3.82,57244,historical,chick lit
43123,5190,2087,Open House,,Elizabeth Berg,3.68,49330,chick lit,romance
43216,5191,1311,The Pilot's Wife,,Anita Shreve,3.5,76668,chick lit,mystery
43322,5196,1649,Tara Road,,Maeve Binchy,3.88,63312,chick lit,romance
43403,5197,2578,A Lesson Before Dying,,Ernest J. Gaines,3.93,42113,classic,historical
43501,5198,5629,Paradise,,Toni Morrison,3.77,19079,classic,historical
43603,5203,306,She's Come Undone,,Wally Lamb,3.84,268924,chick lit,coming-of-age
43710,5204,1145,We Were the Mulvaneys,,Joyce Carol Oates,3.7,80906,drama,classic
43839,5205,1567,A Map of the World,,"Jane Hamilton, Frank  Muller, C.J. Critt",3.78,62109,drama,chick lit
43911,5211,779,A Fine Balance,,Rohinton Mistry,4.34,104516,historical,historical
44003,5246,1566,Ethan Frome,,Edith Wharton,3.35,81757,classic,classic
44101,5289,5840,Complete Works of Oscar Wilde,,"Oscar Wilde, Merlin Holland",4.45,17952,classic,classic
44210,5296,3699,An Ideal Husband,,Oscar Wilde,4.03,31461,classic,drama
44301,5297,95,The Picture of Dorian Gray,,"Oscar Wilde, Jeffrey Eugenides",4.06,674551,classic,classic
44409,5306,2004,Travels with Charley: In Search of America,,John Steinbeck,4.07,51951,classic,classic
44503,5308,730,The Pearl,,John Steinbeck,3.41,145891,classic,classic
44601,5326,204,A Christmas Carol,,Charles Dickens,4.02,441396,classic,classic
44701,5338,3323,A Christmas Carol and Other Christmas Writings,,"Charles Dickens, Michael Slater",4.13,32002,classic,classic
44810,5344,2846,Hard Times,,Charles Dickens,3.5,42170,classic,classic
44915,5345,1986,The Innocent Man: Murder and Injustice in a Small Town,,John Grisham,3.79,48240,history,crime
45016,5346,1388,The Last Juror,,John Grisham,3.85,66955,mystery,thriller
45103,5347,3273,Bleachers,,John Grisham,3.46,30977,mystery,thriller
45208,5348,1057,The Testament,,John Grisham,3.83,86213,mystery,thriller
45308,5349,596,The Rainmaker,,John Grisham,3.91,142791,thriller,mystery
45417,5350,963,The Partner,,John Grisham,3.89,91921,thriller,mystery
45509,5351,1037,The Street Lawyer,,John Grisham,3.81,86456,mystery,thriller
45617,5352,1733,The Summons,,John Grisham,3.68,56634,mystery,thriller
45707,5354,1245,The Brethren,,John Grisham,3.71,73550,thriller,mystery
45814,5355,833,The Chamber,,John Grisham,3.76,106806,mystery,thriller
45917,5356,1407,The King of Torts,,John Grisham,3.67,65334,mystery,thriller
46018,5357,2573,Skipping Christmas,,John Grisham,3.47,45691,humor,humor
46108,5358,123,The Firm,Penguin Readers,John Grisham,3.99,488355,thriller,mystery
46208,5359,227,The Client,,John Grisham,3.97,325663,mystery,thriller
46317,5360,1573,A Painted House,,John Grisham,3.67,64092,mystery,historical
46401,5364,463,Dragonfly in Amber,Outlander,Diana Gabaldon,4.31,210989,historical,romance
46501,5367,5247,The Great Book of Amber,The Chronicles of Amber,Roger Zelazny,4.31,20839,fantasy,science-fiction
46609,5368,7357,Forever Amber ,,Kathleen Winsor,3.98,14607,historical,romance
46707,5369,6690,The Amber Room,,Steve Berry,3.83,18188,thriller,mystery
46801,5413,1292,'Salem's Lot,,"Stephen King, Jerry N. Uelsmann",4.25,74725,horror,fantasy
46901,5417,9139,Carrie / 'Salem's Lot / The Shining,,Stephen King,4.52,11182,horror,classic
47011,5439,662,Interpreter of Maladies,,Jhumpa Lahiri,4.12,125062,classic,0
47103,5452,2054,Girls in Pants: The Third Summer of the Sisterhood,Sisterhood,Ann Brashares,3.82,63863,young adult,young adult
47203,5453,2270,Forever in Blue: The Fourth Summer of the Sisterhood,Sisterhood,Ann Brashares,3.8,60415,young adult,chick lit
47303,5454,1718,The Second Summer of the Sisterhood,Sisterhood,Ann Brashares,3.78,77713,young adult,young adult
47401,5470,13,1984,,"George Orwell, Erich Fromm, Celâl Üster",4.14,2053394,science-fiction,science-fiction
47501,5472,846,Animal Farm / 1984,,"George Orwell, Christopher Hitchens",4.26,118761,classic,classic
47601,5479,809,Brave New World / Brave New World Revisited,,"Aldous Huxley, Christopher Hitchens",4.16,110115,classic,science-fiction
47701,5481,8140,Brave New World Revisited ,,Aldous Huxley,3.93,12286,classic,science-fiction
47803,5508,4043,Anne Frank: Beyond the Diary - A Photographic Remembrance,,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",4.25,22852,history,classic
47903,5509,1815,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,,"Miep Gies, Alison Leslie Gold",4.26,51027,classic,historical
48003,5517,2240,A Raisin in the Sun,,Lorraine Hansberry,3.72,50909,classic,drama
48103,5526,152,Dear John,,Nicholas Sparks,4.01,454781,romance,chick lit
48210,5527,2053,All the King's Men,,Robert Penn Warren,4.08,46988,classic,historical
48310,5544,956,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",,Richard Feynman,4.29,97719,humor,history
48426,5548,6011,What Do You Care What Other People Think?,,Richard Feynman,4.28,16457,history,humor
48508,5552,7594,QED: The Strange Theory of Light and Matter,,Richard Feynman,4.23,11480,history,classic
48608,5553,7517,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,,Richard Feynman,4.19,13240,classic,0
48720,5559,8454,Jack: Straight from the Gut,,"Jack Welch, John A. Byrne, Mike Barnicle",3.79,10614,history,0
48822,5571,9624,Cradle to Cradle: Remaking the Way We Make Things,,"William McDonough, Michael Braungart",4.1,8012,history,0
48901,5575,4095,Cradle and All,,James Patterson,3.87,27288,mystery,thriller
49001,5659,826,The Wind in the Willows,,"Kenneth Grahame, Gillian Avery",3.98,139791,classic,children
49111,5693,4284,Selected Stories,,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",4.36,24546,classic,classic
